25.301,10.394
-6.8272,2.7329
0.61309,12.034
28.881,-16.012
-26.017,2.3261
-13.288,-8.4647
27.455,-8.0346
-34.895,5.5181
11.324,17.71
10.951,19.777
24.798,-17.193
-13.58,-7.9035
-0.86894,24.057
1.8865,25.756
22.481,-18.971
26.045,8.5834
4.8972,18.019
-0.36041,27.81
-2.8997,0.7312
-8.5635,24.827
27.361,10.49
8.8951,-6.7667
9.7741,1.2025
-21.894,10.071
24.224,12.838
-3.1733,31.253
6.3157,10.695
-17.93,28.411
4.0943,-7.0952
7.2246,9.0269
2.0047,-16.232
3.8265,-26.043
-0.77157,-13.044
-24.149,-0.69404
-25.996,8.452
-22.291,11.976
-5.0071,34.174
-21.044,11.744
-23.391,-0.45727
6.4849,-32.675
-3.8764,29.041
2.0124,-16.23
-25.541,-15.609
1.7118,35.818
25.432,-15.251
-2.4257,-10.909
-10.608,-7.8183
-11.681,15.071
-11.658,-31.607
-1.5536,6.9011
-4.7966,29.21
-5.5079,2.5659
22.747,-22.367
-25.708,-15.73
12.836,23.196
10.803,28.228
-9.0684,-33.376
-21.063,2.1752
-27.346,0.83028
3.0726,21.905
-13.151,-23.192
4.4123,32.588
-11.02,-26.109
0.16355,16.159
22.3,-18.164
2.2562,30.949
9.23,23.449
15.436,-23.237
-1.0998,23.801
8.8768,-31.374
-9.873,-21.807
17.025,26.87
-34.632,3.6288
-14.066,26.387
30.903,-8.269
21.547,-13.518
-16.71,-6.4947
9.1233,-7.0333
-3.9086,-35.432
-4.2217,-4.0243
10.128,-8.3867
2.8206,-7.4906
21.708,-17.628
12.845,23.204
14.326,-12.016
-25.295,5.4002
8.3288,-7.4569
-0.54256,-31.675
-15.309,-9.2766
11.395,8.8375
-2.2805,5.8311
-11.491,-6.77
27.254,12.423
6.6287,5.9221
-2.8359,12.58
-2.1134,-28.1
-27.66,4.728
7.2145,-1.6143
16.218,21.076
-0.45212,-21.453
-0.10179,-8.288
9.7942,1.9092
-0.0049796,35.064
3.2697,-8.997
21.844,-24.415
-12.389,-6.3785
-7.4282,-36.233
8.877,36.621
7.32,-1.5075
-8.2388,-21.889
-25.84,9.4774
-5.2541,-27.813
-13.027,-21.899
28.724,-17.516
19.719,3.4408
-0.22554,30.736
14.163,-9.512
24.752,6.3293
5.8406,29.046
26.386,-9.1622
-10.994,31.251
10.706,1.5095
-7.3137,-11.106
12.822,14.146
-27.528,-1.5189
-4.0713,-30.487
-17.955,1.1119
-16,-5.7054
2.7654,4.1092
-12.721,-8.2393
-12.731,-27.508
-21.649,1.7662
-9.0488,-23.14
4.9544,-6.503
-2.3394,27.69
5.2952,22.038
-3.7582,-23.269
-13.354,-5.658
-12.676,-25.717
16.676,-22.906
-6.9072,31.635
3.7918,23.201
22.178,-20.815
-25.689,9.4308
-4.3596,-4.4355
10.697,14.679
20.553,-24.169
27.752,-12.21
11.499,-4.6041
9.9601,-21.624
-14.934,-10.508
23.797,6.5056
25.301,8.966
-18.525,5.629
-0.29667,22.43
8.361,-8.3948
1.1955,30.452
-8.5472,16.216
-13.277,-26.146
20.333,-20.228
